ID,wav,semantics,transcript
4510,fine-tune/20170427-0900-PLENARY-6-en_20170427-08:50:04_39,[],in any case i can assure you that we continue to work on this working with a regional and local focus to facilitate efsi support across the
4511,fine-tune/20170427-0900-PLENARY-6-en_20170427-08:50:04_49,[{'type': 'loc'| 'filler': 'africa'}| {'type': 'org'| 'filler': 'g twenty'}],the resilience initiative for countries affected by migration and even the g twenty initiative for africa.
4512,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:14:19_0,[],madam president i tabled a number of amendments to this report on the basis that it was allowed to then be informed by the services that it was not allowed to then be informed again that it was allowed to then being finally informed yet again that no it would not be allowed the nature of the beast here now under the rules.
4513,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:14:19_1,[],my concerns are based in a number of areas.
4514,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:14:19_4,[{'type': 'org'| 'filler': 'eib'}| {'type': 'org'| 'filler': 'european investment bank'}| {'type': 'gpe'| 'filler': 'ireland'}],ireland is a neutral country and we intend to stay so. i was also worried that in the area of new investments and especially in pps and in securitisation the european investment bank eib is not guarding against the added risks of socialising losses while privatising profits.
4515,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:14:19_5,[{'type': 'org'| 'filler': 'world bank'}| {'type': 'org'| 'filler': 'eib'}],i wanted cast iron guarantees against conflicts of interest especially in the area of disbarment policy where the eib falls well short of the standards set by the world bank.
4516,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:14:19_6,[{'type': 'org'| 'filler': 'eib'}],on transparency also the eib falls well short of what i would like to see.
4517,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:33:58_0,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'org'| 'filler': 'european investment bank'}],madam president for the european investment bank to be able to perform its mandate successfully it needs guidance and control from the eu budgetary authorities.
4518,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:33:58_1,[{'type': 'org'| 'filler': 'eib'}],we have to aim to provide the eib with the best solutions to achieve its policy objectives to accelerate innovation and economic recovery and to promote employment social economic and environmental sustainability.
4519,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:33:58_2,[{'type': 'org'| 'filler': 'eib'}],we want the eib to stand on firm and strong financial ground.
4520,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:33:58_3,[{'type': 'org'| 'filler': 'eib'}],the eib should have a strong mandate with a strong investment portfolio especially in the framework of the european fund for strategic investments.
4521,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:33:58_5,[{'type': 'org'| 'filler': 'eib'}],while the eib should be mostly independent in its expertise to select the most appropriate beneficiaries it also has to follow strict rules and guidelines monitored by the budgetary authority and the public in general.
4522,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:33:58_6,[{'type': 'org'| 'filler': 'eib'}| {'type': 'org'| 'filler': 'european parliament'}],there is always room for improvement and we hope that the relations between the european parliament and the eib will further deepen to ensure the strong mandate and effective activity of the investment bank.
4523,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:33:58_7,[{'type': 'org'| 'filler': 'eib'}],enhancing the monitoring of the eib's performance would be an important step towards a more accountable and effective investment bank.
4524,fine-tune/20170427-0900-PLENARY-6-en_20170427-09:12:24_5,[{'type': 'org'| 'filler': 'alde group'}],therefore the alde group decided to vote against this report because we need to have an actual and more effective way of dealing with reports like this.
4525,fine-tune/20100519-0900-PLENARY-12-en_20100519-21:00:31_6,[],it is vitally important that these funds are properly and efficiently spent and accounted for.
4526,fine-tune/20100519-0900-PLENARY-12-en_20100519-21:00:31_8,[],it is also important to address the issue of compensating for and replacing lost energy capacity.
4527,fine-tune/20100519-0900-PLENARY-12-en_20100519-21:00:31_2,[],it was certainly not on safety grounds.
4528,fine-tune/20100519-0900-PLENARY-12-en_20100519-21:00:31_4,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'gpe'| 'filler': 'bulgaria'}| {'type': 'gpe'| 'filler': 'european union'}],we are now paying for mistaken judgments within the european union institutions. it is only right therefore that bulgaria should be treated at least as well by the european union as other countries that have had to close prematurely their ageing nuclear facilities and i am glad that the commission recognises this.
4529,fine-tune/20100519-0900-PLENARY-12-en_20100519-21:00:31_3,[{'type': 'gpe'| 'filler': 'bulgaria'}],the effect as predicted has been increased use of environmentally unfriendly lignite fuelled power stations an increase in electricity prices and a cut in bulgaria's electricity exports in other words both economic and environmental damage.
4530,fine-tune/20100519-0900-PLENARY-12-en_20100519-21:00:31_5,[],a lot of money of course is involved in this decommissioning process.
4531,fine-tune/20100519-0900-PLENARY-12-en_20100519-21:00:31_9,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'gpe'| 'filler': 'bulgaria'}| {'type': 'gpe'| 'filler': 'bulgaria'}],bulgaria will need assistance in creating sustainable new capacity that ensures security of supply and diversification so that bulgaria is not reliant on the goodwill of one foreign power.
4532,fine-tune/20100519-0900-PLENARY-12-en_20100519-21:00:31_1,[{'type': 'date'| 'filler': 'several years'}],their closure several years ahead of time was not necessary;
4533,fine-tune/20100519-0900-PLENARY-12-en_20100519-20:52:57_10,[{'type': 'gpe'| 'filler': 'bulgaria'}],so far the commission has been quite dissatisfied with the information on decommissioning received from bulgaria.
4534,fine-tune/20100519-0900-PLENARY-12-en_20100519-20:52:57_12,[{'type': 'org'| 'filler': 'ebrd'}| {'type': 'org'| 'filler': 'european commission'}],this is why i believe that the european commission should first perform a specific evaluation to assess the strengths and weaknesses of past projects in order to improve funds programming together with the ebrd for the next funding period.
4535,fine-tune/20100519-0900-PLENARY-12-en_20100519-20:52:57_6,[{'type': 'loc'| 'filler': 'europe'}],i believe europe has a responsibility to help and facilitate its decommissioning and we have to ensure that sufficient funding is made available to this project as this is crucial to keep safety up to high standards to ensure the necessary expertise and implement international best practices.
4536,fine-tune/20100519-0900-PLENARY-12-en_20100519-20:52:57_8,[{'type': 'date'| 'filler': 'two thousand and ten'}| {'type': 'money'| 'filler': 'eur seventy five million'}| {'type': 'ordinal'| 'filler': 'first'}| {'type': 'date'| 'filler': 'a few months ago'}| {'type': 'org'| 'filler': 'european parliament'}| {'type': 'money'| 'filler': 'eur three hundred million'}],this is why i fully support this proposal and our commitment to allocate an additional eur three hundred million to this project. let me also remind you that the european parliament took a strong stance a few months ago on this dossier allocating the first eur seventy five million in the two thousand and ten budget.
4537,fine-tune/20100519-0900-PLENARY-12-en_20100519-20:52:57_9,[{'type': 'norp'| 'filler': 'european'}],nevertheless i think we should be intransigent regarding transparency in the use of european funds.
4538,fine-tune/20100519-0900-PLENARY-12-en_20100519-20:52:57_5,[],according to international experts the plant does not have any protective cover and there are major risks of radioactive leakages into the soil and the water table.
4539,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_1,[{'type': 'date'| 'filler': 'twenty five may'}| {'type': 'norp'| 'filler': 'syrian'}| {'type': 'gpe'| 'filler': 'european union'}| {'type': 'ordinal'| 'filler': 'first'}| {'type': 'gpe'| 'filler': 'syria'}],in the face of the unacceptable violent repression unfolding in syria the commission has reacted swiftly and was the first european union donor to suspend its bilateral cooperation with the syrian authorities on twenty five may.
4540,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_11,[{'type': 'norp'| 'filler': 'european'}],the european instrument for democracy and human rights allows confidential emergency support to human rights defenders as well as support for the documentation of human rights violations digital security media and networking of activists.
4541,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_7,[{'type': 'org'| 'filler': 'eib'}| {'type': 'org'| 'filler': 'european investment bank'}],in parallel the commission is currently working with the european investment bank on the suspension of its technical assistance to the eib loan operations provided through the facility for euro mediterranean investment and partnership support fund.
4542,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_3,[{'type': 'norp'| 'filler': 'syrian'}| {'type': 'date'| 'filler': 'two thousand and thirteen'}| {'type': 'date'| 'filler': 'two thousand and eleven'}],the national indicative programme for the years two thousand and eleven two thousand and thirteen was also suspended. in fact it has lost its relevance given the lack of will on the syrian side to further implement reforms.
4543,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_15,[{'type': 'gpe'| 'filler': 'syria'}],it should be stressed that the commission is not losing sight of syria.
4544,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_5,[{'type': 'gpe'| 'filler': 'syria'}| {'type': 'org'| 'filler': 'european external action service'}],due to major operational constraints and the most recent political developments the commission is working jointly with the european external action service on clear instructions regarding the participation of syria in regional programmes.
4545,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_13,[{'type': 'gpe'| 'filler': 'syria'}],there are considerable risks in engaging with civil society within syria under the current circumstances especially for potential beneficiaries and the commission is cautiously preparing any new activity in light of the do no harm' principle. we are exploring ideas for supporting
4546,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_2,[{'type': 'norp'| 'filler': 'syrian'}| {'type': 'ordinal'| 'filler': 'first'}],the suspension was for the first time in the region based on the human rights violations committed by the syrian regime.
4547,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_4,[{'type': 'norp'| 'filler': 'syrian'}],it is clear that the commission does not envisage further cooperation with the syrian authorities at the moment.
4548,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_10,[],for civil society and human rights defenders.
4549,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_6,[],this participation will be thoroughly assessed on a case by case basis.
4550,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:08:53_8,[{'type': 'norp'| 'filler': 'iraqi'}| {'type': 'norp'| 'filler': 'palestinian'}| {'type': 'gpe'| 'filler': 'syria'}],however the commission has not suspended all its activities in syria. the projects directly benefiting the palestinian and iraqi refugees are ongoing and will continue.
4551,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:35:31_2,[{'type': 'gpe'| 'filler': 'syria'}| {'type': 'gpe'| 'filler': 'syria'}| {'type': 'date'| 'filler': 'twenty three august two thousand and eleven'}| {'type': 'org'| 'filler': 'un human rights council'}],we also fully support the resolution of the un human rights council of twenty three august two thousand and eleven which demanded that an international independent commission should be dispatched to syria to investigate the human rights violations in syria which may amount to crimes against humanity.
4552,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:27:33_8,[{'type': 'loc'| 'filler': 'rubicon'}],and especially to be governed by those whose hands are stained with their blood. the more people are killed the more it becomes apparent that the regime has crossed the rubicon.
4553,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:27:33_4,[{'type': 'gpe'| 'filler': 'china'}| {'type': 'gpe'| 'filler': 'russia'}],one wonders how russia and china can remain passive towards these cold blooded massive assassinations.
4554,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:27:33_2,[],this is an intolerable situation. for how long will the international community continue to be a spectator to such bloodshed?
4555,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:27:33_5,[{'type': 'person'| 'filler': 'alain jupp'}| {'type': 'norp'| 'filler': 'french'}| {'type': 'gpe'| 'filler': 'china'}| {'type': 'gpe'| 'filler': 'russia'}| {'type': 'org'| 'filler': 'council'}| {'type': 'gpe'| 'filler': 'eu'}],the eu the council and high representative have correctly widened sanctions and used strict language of condemnation but the time has come to toughen our approach towards russia and china as french foreign minister alain jupp has done.
4556,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:27:33_3,[{'type': 'org'| 'filler': 'security council'}],shame on the security council for not being able until now to agree on a resolution contenting themselves with a mere statement.
4557,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:27:33_7,[{'type': 'norp'| 'filler': 'syrian'}| {'type': 'org'| 'filler': 'arab league'}| {'type': 'date'| 'filler': 'five months'}],it is also shameful to me that it took five months for the arab league to undertake an initiative and although details are unknown i doubt if the syrian people would be able to accept any arrangement falling short of their legitimate aspirations
4558,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_13,[{'type': 'date'| 'filler': 'two thousand and nine'}| {'type': 'gpe'| 'filler': 'iran'}| {'type': 'norp'| 'filler': 'iranian'}| {'type': 'norp'| 'filler': 'syrian'}],the acts of the syrian regime remind me of the iranian regime's acts and we have strong reasons to believe that they are providing tools and know how but we must not allow the same to happen as in iran in two thousand and nine for the people to be further crushed and oxygen freedom and opportunity for a brighter future to be squeezed out of society even more.
4559,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_19,[{'type': 'org'| 'filler': 'eas'}| {'type': 'gpe'| 'filler': 'eu'}],i can only hope that her absence does not reflect the broader absence of the eu and the eas on the ground at this crucial moment in time but i am worried that it does.
4560,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_20,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'norp'| 'filler': 'polish'}],i sincerely hope that the polish presidency will use this momentum of an all time low to revive and strengthen europe in the world.
4561,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_11,[{'type': 'person'| 'filler': 'al assad'}],we must also explicitly force the economic elites who are in al assad's camp to make a choice.
4562,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_17,[{'type': 'date'| 'filler': 'yesterday'}| {'type': 'gpe'| 'filler': 'cairo'}| {'type': 'event'| 'filler': 'arab league'}| {'type': 'gpe'| 'filler': 'syria'}| {'type': 'person'| 'filler': 'erdogan'}| {'type': 'gpe'| 'filler': 'syria'}| {'type': 'gpe'| 'filler': 'turkey'}| {'type': 'gpe'| 'filler': 'eu'}],the eu must liaise much more intensely with candidate member state turkey to act sensibly towards syria. while we welcome the shelter provided for refugees i want to highlight that it is regrettable that prime minister erdogan did not mention syria at the arab league in cairo yesterday.
4563,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_9,[{'type': 'gpe'| 'filler': 'eu'}],meanwhile the eu is not leveraging its weight.
4564,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_1,[{'type': 'gpe'| 'filler': 'syria'}],in syria snipers are shooting people for holding a cell phone children are tortured to death the government is turning off water electricity food and medicine supplies to entire cities censorship and misinformation are rampant and cell phone networks and internet are down.
4565,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_3,[{'type': 'date'| 'filler': 'this week'}| {'type': 'gpe'| 'filler': 'syria'}| {'type': 'person'| 'filler': 'ghayath mattar'}],ghayath mattar a human rights defender and activist for a peaceful transition in syria was tortured to death this week.
4566,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_2,[],people are slaughtered and buried in mass graves while the families are forced to state that these murders were the work of so called thugs.
4567,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_6,[{'type': 'cardinal'| 'filler': 'six hundred'}| {'type': 'cardinal'| 'filler': 'two'}],let us not forget that the number of two six hundred estimated deaths refers to a father a mother a brother a sister a friend a spouse or a child each and every time.
4568,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_8,[],speaking out peacefully for justice rights opportunities and self determination.
4569,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_10,[{'type': 'gpe'| 'filler': 'syria'}],as syria's most significant trade partner now is the time to impose further targeted sanctions.
4570,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:32:14_12,[{'type': 'person'| 'filler': 'al assad'}| {'type': 'person'| 'filler': 'al assad'}| {'type': 'gpe'| 'filler': 'eu'}],doing business with the eu means breaking with al assad and al assad must be held accountable for his deeds.
4571,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_6,[{'type': 'date'| 'filler': 'twenty six july'}],the high representative very kindly then wrote to me on twenty six july.
4572,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_11,[],finally i simply say this.
4573,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_8,[],i ask you what exactly are those measures in relation to online activists?
4574,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_13,[],i found him to be a most charming man who directly to our delegation promised reform.
4575,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_15,[],he is not going to deliver.
4576,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_2,[{'type': 'date'| 'filler': 'today'}| {'type': 'gpe'| 'filler': 'syria'}],it is quite clear that without normal media outlets in operation online activists are the only lifeline that people in syria have today to let the world know what is happening.
4577,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_5,[{'type': 'date'| 'filler': 'six july'}| {'type': 'ordinal'| 'filler': 'second'}],it then moves on to a second stage which is to arrest those activists who persist and then force those activists to pass over their usernames and passwords. they do that through the use of torture including food and sleep deprivation fingernail extraction electric shocks stripping naked and flogging and sexual abuse of female detainees by male security officers. on six july i attended this plenary debate and i wanted concentration on these issues.
4578,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_14,[],he has not delivered.
4579,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_16,[],he must go immediately.
4580,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_9,[],what are we doing?
4581,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_1,[{'type': 'gpe'| 'filler': 'syria'}],i have previously when we debated syria wanted to concentrate on the role played by online activists and i want to explore that further.
4582,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:44:38_7,[{'type': 'gpe'| 'filler': 'syria'}| {'type': 'gpe'| 'filler': 'eu'}],in the letter she states and i quote despite the constraints of an environment which is so controlled by the government the eu is developing practical actions to support the civil society and human rights defenders in syria and beyond'.
4583,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:29:40_9,[{'type': 'person'| 'filler': 'syrian'}],the syrian people have demonstrated that things must change and face a terrible risk but the current regime will not listen.
4584,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:29:40_1,[{'type': 'person'| 'filler': 'bashar al assad'}],we call on president bashar al assad to relinquish power immediately and we reject impunity for all those responsible for the gross violation of human rights.
4585,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:29:40_5,[],he like so many others defied the security forces and paid the ultimate price.
4586,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:29:40_3,[{'type': 'gpe'| 'filler': 'hama'}| {'type': 'gpe'| 'filler': 'homs'}| {'type': 'date'| 'filler': 'today'}],just today i have been in touch with opposition contacts who inform me that there have been further protests in the city of homs and in hama but also sadly state that the crackdown by government forces continues and that the death toll is rising.
4587,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:29:40_6,[{'type': 'org'| 'filler': 'international criminal court'}| {'type': 'gpe'| 'filler': 'libya'}| {'type': 'org'| 'filler': 'un human rights council'}| {'type': 'gpe'| 'filler': 'libya'}| {'type': 'norp'| 'filler': 'syrian'}],i am sure you will share my disgust at reports filtering out of the country today that syrian security forces attacked the gathering of mourners at his very funeral. we have just finished a debate on libya. of course we should call for the un human rights council to have a fact finding mission immediately to the country but we should follow the model of libya and call for referral to the international criminal court.
4588,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:39:05_2,[{'type': 'person'| 'filler': 'al assad'}| {'type': 'gpe'| 'filler': 'syria'}],i would like to see a democratic reform of syria but we must not presume that all of al assad's opponents are democrats.
4589,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:39:05_3,[{'type': 'org'| 'filler': 'muslim brotherhood'}| {'type': 'norp'| 'filler': 'islamists'}],they include hardline islamists such as the muslim brotherhood who would replace a repressive secular state with a repressive theocratic state.
4590,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_5,[{'type': 'norp'| 'filler': 'syrian'}],in this perspective we can have no doubt that our clear position on the syrian regime is right and needs to be maintained.
4591,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_14,[{'type': 'norp'| 'filler': 'syrian'}],we must make it clear that we are targeting our sanctions so that we can ultimately achieve a halt to the violence and assist the syrian people to accomplish their legitimate aspirations.
4592,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_23,[{'type': 'norp'| 'filler': 'syrian'}],we need to repeat time and again that there must be a peaceful political transition to democracy led and owned by the whole syrian people and free from violence.
4593,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_9,[],we have swiftly broadened our restrictive measures and are progressively targeting with asset freezes and travel bans more and more of those responsible for the ongoing repression and from now on those supporting the regime.
4594,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_18,[{'type': 'gpe'| 'filler': 'syria'}| {'type': 'gpe'| 'filler': 'european union'}],one cannot but recognise that so far these attempts have not been successful but that must not prevent the european union from maintaining close contact with those regional partners which could in a not too distant future play a significant role in the evolution of syria.
4595,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_21,[],let me be very clear.
4596,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_10,[{'type': 'norp'| 'filler': 'syrian'}],importantly we have introduced an embargo on the import of syrian oil.
4597,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_11,[{'type': 'gpe'| 'filler': 'syria'}| {'type': 'cardinal'| 'filler': 'ninety'}| {'type': 'gpe'| 'filler': 'eu'}],we expect it will have a major impact on the regime's financial situation since the eu consumes more than ninety of the oil syria exports.
4598,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_8,[{'type': 'gpe'| 'filler': 'eu'}],i am pleased to say that the eu has been able to accompany its strong position with adequate actions.
4599,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_19,[{'type': 'gpe'| 'filler': 'syria'}],finally we must not forget about syria's future.
4600,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_20,[{'type': 'gpe'| 'filler': 'syria'}| {'type': 'norp'| 'filler': 'syrian'}],rightly we ask questions about what comes next and what it will mean for the syrian people for the situation in the region and for others including ourselves. we should do our best to know the alternatives and the different opposition groups whether abroad or inside syria.
4601,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_22,[{'type': 'gpe'| 'filler': 'syria'}],it is time to encourage those who are capable of offering syria a better future to unite and show political maturity and commitment to the values we share.
4602,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_13,[{'type': 'gpe'| 'filler': 'syria'}| {'type': 'norp'| 'filler': 'syrian'}| {'type': 'norp'| 'filler': 'syrian'}],it is essential for us to explain properly why we have taken all these actions against the syrian regime. given the strength of our measures against the syrian regime we must be proactive and well coordinated in communicating with our partners and public opinion in syria and elsewhere.
4603,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_2,[{'type': 'norp'| 'filler': 'syrians'}],the regime has not stopped its violent repression and nearly every day we hear reports of syrians being killed injured detained or abused.
4604,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:23:09_15,[{'type': 'gpe'| 'filler': 'syria'}],we must also reach out to the countries of the region which have increasingly expressed concern about the present situation in syria.
4605,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:37:32_2,[{'type': 'org'| 'filler': 'hezbollah'}| {'type': 'org'| 'filler': 'hamas'}| {'type': 'gpe'| 'filler': 'damascus'}],of course this is ironic given the fact that damascus has given huge support to hamas and hezbollah in the past.
4606,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:37:32_3,"[{'type': 'norp'| 'filler': ""ba'athist""}| {'type': 'norp'| 'filler': 'european'}| {'type': 'person'| 'filler': 'assad'}| {'type': 'org'| 'filler': 'nato'}| {'type': 'person'| 'filler': 'al assad'}| {'type': 'gpe'| 'filler': 'libya'}| {'type': 'gpe'| 'filler': 'syria'}]",syria is not libya and sadly al assad knows that we cannot launch a similar right to protect nato military operation on the side of the rebels but we can state our revulsion at assad's brutality and we can apply stronger sanctions including selective bans on investment from european companies and oil import bans which are in place already and we can treat the illegitimate ba'athist leadership as the pariahs that they really are.
4607,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:12:59_2,[{'type': 'norp'| 'filler': 'syrian'}| {'type': 'gpe'| 'filler': 'russia'}| {'type': 'gpe'| 'filler': 'china'}],since this issue has been raised concerning china and russia i just want to stress and confirm that of course the syrian issue is raised in all meetings with those partners so there can be no doubt about our commitment to bringing all the international community on board
4608,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:12:59_5,[],we have to act against the regime and in the interests of the people so it is essential that when we talk about sanctions we understand what effects those sanctions may have on the population. i could referring to the number of arguments that were made give you a very long list of the sanctions we have imposed and yes i want to confirm that we are ready to go even further
4609,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:12:59_6,[],but we all know that we have to measure those sanctions in such a way as not to harm the population but to make life difficult for the regime.
4610,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:12:59_7,[],i also want to emphasise once again the need for unity of the people and a strict message of non violence.
4611,fine-tune/20110914-0900-PLENARY-11-en_20110914-18:12:59_10,[],of course this is not a very easy process;
4612,fine-tune/20110914-0900-PLENARY-11-en_20110914-17:51:56_2,[{'type': 'gpe'| 'filler': 'eu'}],unlike on some other issues the eu member states managed to come up with a single position on these sanctions and this should be applauded.
4613,fine-tune/20110323-0900-PLENARY-18-en_20110323-23:12:01_8,[{'type': 'cardinal'| 'filler': 'one hundred and fifty'}],at this moment in time more than one hundred and fifty countries are beneficiaries of the system.
