ID,duration,wav,semantics,transcript
46230,5.4335,slurp_real/audio-1501155700.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'repeating for ten times'}]},set alarm for this event reminder repeating for ten times
46231,2.112,slurp_real/audio-1490021677-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'relation'| 'filler': 'mom'}]},show last email from mom
46232,2.17575,slurp_real/audio-1490021677.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'relation'| 'filler': 'mom'}]},show last email from mom
46233,1.6,slurp_real/audio-1490200054-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'relation'| 'filler': 'mom'}]},show last email from mom
46234,1.5998125,slurp_real/audio-1490200054.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'relation'| 'filler': 'mom'}]},show last email from mom
46235,1.91975,slurp_real/audio-1434544432.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'relation'| 'filler': 'mom'}]},show last email from mom
46236,1.984,slurp_real/audio-1500979280-headset.flac,{'scenario': 'news'| 'action': 'query'| 'entities': []},what is the news in my area
46237,1.91975,slurp_real/audio-1500979280.flac,{'scenario': 'news'| 'action': 'query'| 'entities': []},what is the news in my area
46238,2.688,slurp_real/audio-1502113580-headset.flac,{'scenario': 'news'| 'action': 'query'| 'entities': []},what is the news in my area
46239,3.0650625,slurp_real/audio-1502113580.flac,{'scenario': 'news'| 'action': 'query'| 'entities': []},what is the news in my area
46240,2.56,slurp_real/audio-1502114581-headset.flac,{'scenario': 'news'| 'action': 'query'| 'entities': []},what is the news in my area
46241,3.13475,slurp_real/audio-1502114581.flac,{'scenario': 'news'| 'action': 'query'| 'entities': []},what is the news in my area
46242,4.735375,slurp_real/audio-1500037056.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'media_type'| 'filler': 'audio book'}]},can you play my latest audio book
46243,3.136,slurp_real/audio--1504192563-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'media_type'| 'filler': 'audio book'}]},can you play my latest audio book
46244,3.1995625,slurp_real/audio--1504192563.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'media_type'| 'filler': 'audio book'}]},can you play my latest audio book
46245,2.944,slurp_real/audio-1501777238-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'media_type'| 'filler': 'audio book'}]},can you play my latest audio book
46246,2.943625,slurp_real/audio-1501777238.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'media_type'| 'filler': 'audio book'}]},can you play my latest audio book
46247,1.984,slurp_real/audio-1501686819-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'media_type'| 'filler': 'audio book'}]},can you play my latest audio book
46248,1.91975,slurp_real/audio-1501686819.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'media_type'| 'filler': 'audio book'}]},can you play my latest audio book
46249,3.1995625,slurp_real/audio-1497360446.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'play list'}]},play my play list
46250,4.544,slurp_real/audio-1497881330-headset.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': []},give me the average five year stock price of home depot
46251,4.607375,slurp_real/audio-1497881330.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': []},give me the average five year stock price of home depot
46252,4.0314375,slurp_real/audio-1499692995.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': []},give me the average five year stock price of home depot
46253,2.24,slurp_real/audio-1502198820-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},can you turn the volume up
46254,1.85575,slurp_real/audio-1502198820.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},can you turn the volume up
46255,2.688,slurp_real/audio-1501771888-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},can you turn the volume up
46256,2.687625,slurp_real/audio-1501771888.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},can you turn the volume up
46257,2.944,slurp_real/audio-1502195755-headset.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': []},let's have the radio on
46258,2.687625,slurp_real/audio-1502195755.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': []},let's have the radio on
46259,2.112,slurp_real/audio-1490288796-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46260,2.17575,slurp_real/audio-1490288796.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46261,2.88,slurp_real/audio-1497864525-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46262,2.943625,slurp_real/audio-1497864525.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46263,2.88,slurp_real/audio-1497886154-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46264,2.943625,slurp_real/audio-1497886154.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46265,3.4555625,slurp_real/audio-1500039735.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46266,3.3275625,slurp_real/audio-1500040541.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46267,3.136,slurp_real/audio-1490008965-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46268,3.1355625,slurp_real/audio-1490008965.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46269,2.88,slurp_real/audio-1490704694-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46270,2.943625,slurp_real/audio-1490704694.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46271,3.27,slurp_real/audio-1488535256.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46272,3.52,slurp_real/audio-1488538133.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46273,3.17,slurp_real/audio-1488542328.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46274,3.0,slurp_real/audio-1488562062.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46275,4.45,slurp_real/audio-1488638421.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46276,3.79,slurp_real/audio-1488639303.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46277,3.072,slurp_real/audio-1502309037-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46278,3.413375,slurp_real/audio-1502309037.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'doctor appointment'}| {'type': 'date'| 'filler': 'this week'}]},what time is my doctor appointment this week
46279,2.624,slurp_real/audio-1490287210-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'estimated temperatures'}| {'type': 'timeofday'| 'filler': 'this afternoon'}]},what are the estimated temperatures this afternoon
46280,2.88,slurp_real/audio-1490371054-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'estimated temperatures'}| {'type': 'timeofday'| 'filler': 'this afternoon'}]},what are the estimated temperatures this afternoon
46281,3.007625,slurp_real/audio-1490371054.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'estimated temperatures'}| {'type': 'timeofday'| 'filler': 'this afternoon'}]},what are the estimated temperatures this afternoon
46282,2.815625,slurp_real/audio-1502462171.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'estimated temperatures'}| {'type': 'timeofday'| 'filler': 'this afternoon'}]},what are the estimated temperatures this afternoon
46283,2.688,slurp_real/audio-1499266417-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'estimated temperatures'}| {'type': 'timeofday'| 'filler': 'this afternoon'}]},what are the estimated temperatures this afternoon
46284,2.687625,slurp_real/audio-1499266417.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'estimated temperatures'}| {'type': 'timeofday'| 'filler': 'this afternoon'}]},what are the estimated temperatures this afternoon
46285,2.368,slurp_real/audio-1498485745-headset.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': [{'type': 'time'| 'filler': 'may'}]},clear the entire month of may
46286,2.4316875,slurp_real/audio-1498485745.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': [{'type': 'time'| 'filler': 'may'}]},clear the entire month of may
46287,2.624,slurp_real/audio-1495378194-headset.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'pinterest'}]},hi what kind of pictures you uploaded in pinterest
46288,2.687625,slurp_real/audio-1495378194.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'pinterest'}]},hi what kind of pictures you uploaded in pinterest
46289,1.536,slurp_real/audio-1500389026-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': [{'type': 'change_amount'| 'filler': 'a bit'}]},dim the lights a bit
46290,1.5358125,slurp_real/audio-1500389026.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': [{'type': 'change_amount'| 'filler': 'a bit'}]},dim the lights a bit
46291,2.3676875,slurp_real/audio-1498578522.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'selena gomez'}]},tell me background family of selena gomez
46292,2.816,slurp_real/audio-1498566739-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'ellen degeneres'}]},for what is famous ellen degeneres
46293,2.815625,slurp_real/audio-1498566739.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'ellen degeneres'}]},for what is famous ellen degeneres
46294,3.071625,slurp_real/audio-1499694778.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'ellen degeneres'}]},for what is famous ellen degeneres
46295,3.52,slurp_real/audio-1502215779-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'ellen degeneres'}]},for what is famous ellen degeneres
46296,3.4555625,slurp_real/audio-1502215779.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'ellen degeneres'}]},for what is famous ellen degeneres
46297,3.712,slurp_real/audio-1495378605-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'ellen degeneres'}]},for what is famous ellen degeneres
46298,3.7755,slurp_real/audio-1495378605.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'ellen degeneres'}]},for what is famous ellen degeneres
46299,3.648,slurp_real/audio-1490108198-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},show me the places where i was
46300,3.7115,slurp_real/audio-1490108198.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},show me the places where i was
46301,2.56,slurp_real/audio-1501775464-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},show me the places where i was
46302,2.5596875,slurp_real/audio-1501775464.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},show me the places where i was
46303,1.92,slurp_real/audio-1497029545-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},show me the places where i was
46304,1.91975,slurp_real/audio-1497029545.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},show me the places where i was
46305,2.176,slurp_real/audio-1494512651-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},show me the places where i was
46306,2.17575,slurp_real/audio-1494512651.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},show me the places where i was
46307,1.6,slurp_real/audio-1502100427-headset.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': []},draw pb
46308,1.8111875,slurp_real/audio-1502100427.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': []},draw pb
46309,1.984,slurp_real/audio-1434540849-headset.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': []},draw pb
46310,2.04775,slurp_real/audio-1434540849.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': []},draw pb
46311,1.984,slurp_real/audio--1504191613-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'the two towers'}]},play the two towers
46312,2.04775,slurp_real/audio--1504191613.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'the two towers'}]},play the two towers
46313,1.856,slurp_real/audio--1504192416-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'the two towers'}]},play the two towers
46314,1.85575,slurp_real/audio--1504192416.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'the two towers'}]},play the two towers
46315,1.664,slurp_real/audio--1504192920-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'the two towers'}]},play the two towers
46316,1.6638125,slurp_real/audio--1504192920.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'the two towers'}]},play the two towers
46317,1.792,slurp_real/audio--1504198340-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'the two towers'}]},play the two towers
46318,1.79175,slurp_real/audio--1504198340.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'the two towers'}]},play the two towers
46319,3.008,slurp_real/audio-1497025472-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'fifth april'}]},on fifth april which day of the week
46320,2.88,slurp_real/audio-1502114430-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'fifth april'}]},on fifth april which day of the week
46321,3.204375,slurp_real/audio-1502114430.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'fifth april'}]},on fifth april which day of the week
46322,3.52,slurp_real/audio-1434541937-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'indefatigable'}]},find me the definition of indefatigable
46323,3.5835,slurp_real/audio-1434541937.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'indefatigable'}]},find me the definition of indefatigable
46324,2.751625,slurp_real/audio-1434543392.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'indefatigable'}]},find me the definition of indefatigable
46325,2.048,slurp_real/audio-1490104457-headset.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46326,2.04775,slurp_real/audio-1490104457.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46327,3.264,slurp_real/audio-1490110509-headset.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46328,3.3275625,slurp_real/audio-1490110509.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46329,3.2,slurp_real/audio-1490110622-headset.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46330,3.1995625,slurp_real/audio-1490110622.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46331,2.624,slurp_real/audio-1434535096-headset.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46332,2.687625,slurp_real/audio-1434535096.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46333,3.62,slurp_real/audio-1488540733.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46334,3.49,slurp_real/audio-1488559481.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46335,3.28,slurp_real/audio-1488561902.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46336,3.26,slurp_real/audio-1488562047.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46337,2.88,slurp_real/audio-1490108303-headset.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46338,2.943625,slurp_real/audio-1490108303.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46339,3.456,slurp_real/audio-1502218400-headset.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46340,2.943625,slurp_real/audio-1502218400.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeaway'}| {'type': 'food_type'| 'filler': 'spanish'}]},can i order takeaway from spanish place
46341,2.56,slurp_real/audio--1504191533-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': []},turn on my first scheduled alarm
46342,2.4956875,slurp_real/audio--1504191533.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': []},turn on my first scheduled alarm
46343,2.752,slurp_real/audio--1506079565-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': []},turn on my first scheduled alarm
46344,2.687625,slurp_real/audio--1506079565.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': []},turn on my first scheduled alarm
46345,2.304,slurp_real/audio-1501758473-headset.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_name'| 'filler': 'mark levin'}]},please play the mark levin podcast
46346,2.04775,slurp_real/audio-1501758473.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_name'| 'filler': 'mark levin'}]},please play the mark levin podcast
46347,2.816,slurp_real/audio-1499689930-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},show me the name of the song playing right now
46348,2.751625,slurp_real/audio-1499689930.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},show me the name of the song playing right now
46349,4.096,slurp_real/audio-1434539003-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},show me the name of the song playing right now
46350,4.0954375,slurp_real/audio-1434539003.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},show me the name of the song playing right now
46351,4.8633125,slurp_real/audio-1500898963.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},show me the name of the song playing right now
46352,3.648,slurp_real/audio-1501697972-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},show me the name of the song playing right now
46353,4.0403125,slurp_real/audio-1501697972.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},show me the name of the song playing right now
46354,2.816,slurp_real/audio-1490184105-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': []},go to calendar and schedule event
46355,2.815625,slurp_real/audio-1490184105.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': []},go to calendar and schedule event
46356,2.752,slurp_real/audio-1502893934-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': []},go to calendar and schedule event
46357,2.17575,slurp_real/audio-1502893934.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': []},go to calendar and schedule event
46358,1.792,slurp_real/audio-1494416126-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': []},go to calendar and schedule event
46359,1.91975,slurp_real/audio-1494416126.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': []},go to calendar and schedule event
46360,4.032,slurp_real/audio-1496265978-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': []},go to calendar and schedule event
46361,4.0954375,slurp_real/audio-1496265978.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': []},go to calendar and schedule event
46362,6.144,slurp_real/audio-1490110915-headset.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},what are the names of the lists that i have created
46363,6.207125,slurp_real/audio-1490110915.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},what are the names of the lists that i have created
46364,2.368,slurp_real/audio-1500979730-headset.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},what are the names of the lists that i have created
46365,2.3036875,slurp_real/audio-1500979730.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},what are the names of the lists that i have created
46366,2.368,slurp_real/audio-1497029611-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'raingear'}]},do i need my raingear
46367,4.8,slurp_real/audio-1497555789-headset.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': 'rupee'}| {'type': 'currency_name'| 'filler': 'dollar'}]},what is the exchange rate of rupee for dollar
46368,4.799375,slurp_real/audio-1497555789.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': 'rupee'}| {'type': 'currency_name'| 'filler': 'dollar'}]},what is the exchange rate of rupee for dollar
46369,3.648,slurp_real/audio-1497863192-headset.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': 'rupee'}| {'type': 'currency_name'| 'filler': 'dollar'}]},what is the exchange rate of rupee for dollar
46370,3.7115,slurp_real/audio-1497863192.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': 'rupee'}| {'type': 'currency_name'| 'filler': 'dollar'}]},what is the exchange rate of rupee for dollar
46371,3.2635625,slurp_real/audio-1494605969.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': 'rupee'}| {'type': 'currency_name'| 'filler': 'dollar'}]},what is the exchange rate of rupee for dollar
46372,2.496,slurp_real/audio-1502217281-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': [{'type': 'device_type'| 'filler': 'coffee machine'}]},please make me a coffee using the coffee machine
46373,2.04775,slurp_real/audio-1502217281.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': [{'type': 'device_type'| 'filler': 'coffee machine'}]},please make me a coffee using the coffee machine
46374,5.504,slurp_real/audio-1497438425-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'mobile device'}]},mobile device explanation
46375,5.56725,slurp_real/audio-1497438425.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'mobile device'}]},mobile device explanation
46376,3.968,slurp_real/audio-1497438387-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},open the door
46377,4.0314375,slurp_real/audio-1497438387.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},open the door
46378,2.368,slurp_real/audio-1497881075-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},add a item
46379,2.4316875,slurp_real/audio-1497881075.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},add a item
46380,3.2,slurp_real/audio-1502113732-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},add a item
46381,3.622375,slurp_real/audio-1502113732.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},add a item
46382,1.28,slurp_real/audio-1498571341-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},add a item
46383,1.279875,slurp_real/audio-1498571341.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},add a item
46384,1.856,slurp_real/audio-1490108110-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},olly edit list
46385,1.98375,slurp_real/audio-1490108110.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},olly edit list
46386,2.24,slurp_real/audio-1494417960-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': [{'type': 'artist_name'| 'filler': 'katy perry'}]},ok google what happened to katy perry
